,Survived,Pclass,Sex,Age,Fare,Embarked,Title,Family
554,1,3,female,22.0,7.775,S,Miss,0
555,0,1,male,62.0,26.55,S,Mr,0
556,1,1,female,48.0,39.6,C,Lady,1
557,0,1,male,32.3680904523,227.525,C,Mr,0
558,1,1,female,39.0,79.65,S,Mrs,2
559,1,3,female,36.0,17.4,S,Mrs,1
560,0,3,male,32.3680904523,7.75,Q,Mr,0
561,0,3,male,40.0,7.8958,S,Mr,0
562,0,2,male,28.0,13.5,S,Mr,0
563,0,3,male,32.3680904523,8.05,S,Mr,0
564,0,3,female,21.7739726027,8.05,S,Miss,0
565,0,3,male,24.0,24.15,S,Mr,2
566,0,3,male,19.0,7.8958,S,Mr,0
567,0,3,female,29.0,21.075,S,Mrs,4
568,0,3,male,32.3680904523,7.2292,C,Mr,0
569,1,3,male,32.0,7.8542,S,Mr,0
570,1,2,male,62.0,10.5,S,Mr,0
571,1,1,female,53.0,51.4792,S,Mrs,2
572,1,1,male,36.0,26.3875,S,Mr,0
573,1,3,female,21.7739726027,7.75,Q,Miss,0
574,0,3,male,16.0,8.05,S,Mr,0
575,0,3,male,19.0,14.5,S,Mr,0
576,1,2,female,34.0,13.0,S,Miss,0
577,1,1,female,39.0,55.9,S,Mrs,1
578,0,3,female,35.8981481481,14.4583,C,Mrs,1
579,1,3,male,32.0,7.925,S,Mr,0
580,1,2,female,25.0,30.0,S,Miss,2
581,1,1,female,39.0,110.8833,C,Mrs,2
582,0,2,male,54.0,26.0,S,Mr,0
583,0,1,male,36.0,40.125,C,Mr,0
584,0,3,male,32.3680904523,8.7125,C,Mr,0
585,1,1,female,18.0,79.65,S,Miss,2
586,0,2,male,47.0,15.0,S,Mr,0
587,1,1,male,60.0,79.2,C,Mr,2
588,0,3,male,22.0,8.05,S,Mr,0
589,0,3,male,32.3680904523,8.05,S,Mr,0
590,0,3,male,35.0,7.125,S,Mr,0
591,1,1,female,52.0,78.2667,C,Mrs,1
592,0,3,male,47.0,7.25,S,Mr,0
593,0,3,female,21.7739726027,7.75,Q,Miss,2
594,0,2,male,37.0,26.0,S,Mr,1
595,0,3,male,36.0,24.15,S,Mr,2
596,1,2,female,21.7739726027,33.0,S,Miss,0
597,0,3,male,49.0,0.0,S,Mr,0
598,0,3,male,32.3680904523,7.225,C,Mr,0
599,1,1,male,49.0,56.9292,C,Sir,1
600,1,2,female,24.0,27.0,S,Mrs,3
601,0,3,male,32.3680904523,7.8958,S,Mr,0
602,0,1,male,32.3680904523,42.4,S,Mr,0
603,0,3,male,44.0,8.05,S,Mr,0
604,1,1,male,35.0,26.55,C,Mr,0
605,0,3,male,36.0,15.55,S,Mr,1
606,0,3,male,30.0,7.8958,S,Mr,0
607,1,1,male,27.0,30.5,S,Mr,0
608,1,2,female,22.0,41.5792,C,Mrs,3
609,1,1,female,40.0,153.4625,S,Miss,0
610,0,3,female,39.0,31.275,S,Mrs,6
611,0,3,male,32.3680904523,7.05,S,Mr,0
612,1,3,female,21.7739726027,15.5,Q,Miss,1
613,0,3,male,32.3680904523,7.75,Q,Mr,0
614,0,3,male,35.0,8.05,S,Mr,0
615,1,2,female,24.0,65.0,S,Miss,3
616,0,3,male,34.0,14.4,S,Mr,2
617,0,3,female,26.0,16.1,S,Mrs,1
618,1,2,female,4.0,39.0,S,Miss,3
619,0,2,male,26.0,10.5,S,Mr,0
620,0,3,male,27.0,14.4542,C,Mr,1
621,1,1,male,42.0,52.5542,S,Mr,1
622,1,3,male,20.0,15.7417,C,Mr,2
623,0,3,male,21.0,7.8542,S,Mr,0
624,0,3,male,21.0,16.1,S,Mr,0
625,0,1,male,61.0,32.3208,S,Mr,0
626,0,2,male,57.0,12.35,Q,Rev,0
627,1,1,female,21.0,77.9583,S,Miss,0
628,0,3,male,26.0,7.8958,S,Mr,0
629,0,3,male,32.3680904523,7.7333,Q,Mr,0
630,1,1,male,80.0,30.0,S,Mr,0
631,0,3,male,51.0,7.0542,S,Mr,0
632,1,1,male,32.0,30.5,C,Dr,0
633,0,1,male,32.3680904523,0.0,S,Mr,0
634,0,3,female,9.0,27.9,S,Miss,5
635,1,2,female,28.0,13.0,S,Miss,0
636,0,3,male,32.0,7.925,S,Mr,0
637,0,2,male,31.0,26.25,S,Mr,2
638,0,3,female,41.0,39.6875,S,Mrs,5
639,0,3,male,32.3680904523,16.1,S,Mr,1
640,0,3,male,20.0,7.8542,S,Mr,0
641,1,1,female,24.0,69.3,C,Mlle,0
642,0,3,female,2.0,27.9,S,Miss,5
643,1,3,male,32.3680904523,56.4958,S,Mr,0
644,1,3,female,0.75,19.2583,C,Miss,3
645,1,1,male,48.0,76.7292,C,Mr,1
646,0,3,male,19.0,7.8958,S,Mr,0
647,1,1,male,56.0,35.5,C,Col,0
648,0,3,male,32.3680904523,7.55,S,Mr,0
649,1,3,female,23.0,7.55,S,Miss,0
650,0,3,male,32.3680904523,7.8958,S,Mr,0
651,1,2,female,18.0,23.0,S,Miss,1
652,0,3,male,21.0,8.4333,S,Mr,0
653,1,3,female,21.7739726027,7.8292,Q,Miss,0
654,0,3,female,18.0,6.75,Q,Miss,0
655,0,2,male,24.0,73.5,S,Mr,2
656,0,3,male,32.3680904523,7.8958,S,Mr,0
657,0,3,female,32.0,15.5,Q,Mrs,2
658,0,2,male,23.0,13.0,S,Mr,0
659,0,1,male,58.0,113.275,C,Mr,2
660,1,1,male,50.0,133.65,S,Dr,2
661,0,3,male,40.0,7.225,C,Mr,0
662,0,1,male,47.0,25.5875,S,Mr,0
663,0,3,male,36.0,7.4958,S,Mr,0
664,1,3,male,20.0,7.925,S,Mr,1
665,0,2,male,32.0,73.5,S,Mr,2
666,0,2,male,25.0,13.0,S,Mr,0
667,0,3,male,32.3680904523,7.775,S,Mr,0
668,0,3,male,43.0,8.05,S,Mr,0
669,1,1,female,35.8981481481,52.0,S,Mrs,1
670,1,2,female,40.0,39.0,S,Mrs,2
671,0,1,male,31.0,52.0,S,Mr,1
672,0,2,male,70.0,10.5,S,Mr,0
673,1,2,male,31.0,13.0,S,Mr,0
674,0,2,male,32.3680904523,0.0,S,Mr,0
675,0,3,male,18.0,7.775,S,Mr,0
676,0,3,male,24.5,8.05,S,Mr,0
677,1,3,female,18.0,9.8417,S,Miss,0
678,0,3,female,43.0,46.9,S,Mrs,7
679,1,1,male,36.0,512.3292,C,Mr,1
680,0,3,female,21.7739726027,8.1375,Q,Miss,0
681,1,1,male,27.0,76.7292,C,Mr,0
682,0,3,male,20.0,9.225,S,Mr,0
683,0,3,male,14.0,46.9,S,Mr,7
684,0,2,male,60.0,39.0,S,Mr,2
685,0,2,male,25.0,41.5792,C,Mr,3
686,0,3,male,14.0,39.6875,S,Mr,5
687,0,3,male,19.0,10.1708,S,Mr,0
688,0,3,male,18.0,7.7958,S,Mr,0
689,1,1,female,15.0,211.3375,S,Miss,1
690,1,1,male,31.0,57.0,S,Mr,1
691,1,3,female,4.0,13.4167,C,Miss,1
692,1,3,male,32.3680904523,56.4958,S,Mr,0
693,0,3,male,25.0,7.225,C,Mr,0
694,0,1,male,60.0,26.55,S,Col,0
695,0,2,male,52.0,13.5,S,Mr,0
696,0,3,male,44.0,8.05,S,Mr,0
697,1,3,female,21.7739726027,7.7333,Q,Miss,0
698,0,1,male,49.0,110.8833,C,Mr,2
699,0,3,male,42.0,7.65,S,Mr,0
700,1,1,female,18.0,227.525,C,Mrs,1
701,1,1,male,35.0,26.2875,S,Mr,0
702,0,3,female,18.0,14.4542,C,Miss,1
703,0,3,male,25.0,7.7417,Q,Mr,0
704,0,3,male,26.0,7.8542,S,Mr,1
705,0,2,male,39.0,26.0,S,Mr,0
706,1,2,female,45.0,13.5,S,Mrs,0
707,1,1,male,42.0,26.2875,S,Mr,0
708,1,1,female,22.0,151.55,S,Miss,0
709,1,3,male,4.57416666667,15.2458,C,Master,2
710,1,1,female,24.0,49.5042,C,Mlle,0
711,0,1,male,32.3680904523,26.55,S,Mr,0
712,1,1,male,48.0,52.0,S,Mr,1
713,0,3,male,29.0,9.4833,S,Mr,0
714,0,2,male,52.0,13.0,S,Mr,0
715,0,3,male,19.0,7.65,S,Mr,0
716,1,1,female,38.0,227.525,C,Miss,0
717,1,2,female,27.0,10.5,S,Miss,0
718,0,3,male,32.3680904523,15.5,Q,Mr,0
719,0,3,male,33.0,7.775,S,Mr,0
720,1,2,female,6.0,33.0,S,Miss,1
721,0,3,male,17.0,7.0542,S,Mr,1
722,0,2,male,34.0,13.0,S,Mr,0
723,0,2,male,50.0,13.0,S,Mr,0
724,1,1,male,27.0,53.1,S,Mr,1
725,0,3,male,20.0,8.6625,S,Mr,0
726,1,2,female,30.0,21.0,S,Mrs,3
727,1,3,female,21.7739726027,7.7375,Q,Miss,0
728,0,2,male,25.0,26.0,S,Mr,1
729,0,3,female,25.0,7.925,S,Miss,1
730,1,1,female,29.0,211.3375,S,Miss,0
731,0,3,male,11.0,18.7875,C,Mr,0
732,0,2,male,32.3680904523,0.0,S,Mr,0
733,0,2,male,23.0,13.0,S,Mr,0
734,0,2,male,23.0,13.0,S,Mr,0
735,0,3,male,28.5,16.1,S,Mr,0
736,0,3,female,48.0,34.375,S,Mrs,4
737,1,1,male,35.0,512.3292,C,Mr,0
738,0,3,male,32.3680904523,7.8958,S,Mr,0
739,0,3,male,32.3680904523,7.8958,S,Mr,0
740,1,1,male,32.3680904523,30.0,S,Mr,0
741,0,1,male,36.0,78.85,S,Mr,1
742,1,1,female,21.0,262.375,C,Miss,4
743,0,3,male,24.0,16.1,S,Mr,1
744,1,3,male,31.0,7.925,S,Mr,0
745,0,1,male,70.0,71.0,S,Capt,2
746,0,3,male,16.0,20.25,S,Mr,2
747,1,2,female,30.0,13.0,S,Miss,0
748,0,1,male,19.0,53.1,S,Mr,1
749,0,3,male,31.0,7.75,Q,Mr,0
750,1,2,female,4.0,23.0,S,Miss,2
751,1,3,male,6.0,12.475,S,Master,1
752,0,3,male,33.0,9.5,S,Mr,0
753,0,3,male,23.0,7.8958,S,Mr,0
754,1,2,female,48.0,65.0,S,Mrs,3
755,1,2,male,0.67,14.5,S,Master,2
756,0,3,male,28.0,7.7958,S,Mr,0
757,0,2,male,18.0,11.5,S,Mr,0
758,0,3,male,34.0,8.05,S,Mr,0
759,1,1,female,33.0,86.5,S,Countess,0
760,0,3,male,32.3680904523,14.5,S,Mr,0
761,0,3,male,41.0,7.125,S,Mr,0
762,1,3,male,20.0,7.2292,C,Mr,0
763,1,1,female,36.0,120.0,S,Mrs,3
764,0,3,male,16.0,7.775,S,Mr,0
765,1,1,female,51.0,77.9583,S,Mrs,1
766,0,1,male,42.0,39.6,C,Dr,0
767,0,3,female,30.5,7.75,Q,Miss,0
768,0,3,male,32.3680904523,24.15,Q,Mr,1
769,0,3,male,32.0,8.3625,S,Mr,0
770,0,3,male,24.0,9.5,S,Mr,0
771,0,3,male,48.0,7.8542,S,Mr,0
772,0,2,female,57.0,10.5,S,Mrs,0
773,0,3,male,32.3680904523,7.225,C,Mr,0
774,1,2,female,54.0,23.0,S,Mrs,4
775,0,3,male,18.0,7.75,S,Mr,0
776,0,3,male,32.3680904523,7.75,Q,Mr,0
777,1,3,female,5.0,12.475,S,Miss,0
778,0,3,male,32.3680904523,7.7375,Q,Mr,0
779,1,1,female,43.0,211.3375,S,Mrs,1
780,1,3,female,13.0,7.2292,C,Miss,0
781,1,1,female,17.0,57.0,S,Mrs,1
782,0,1,male,29.0,30.0,S,Mr,0
783,0,3,male,32.3680904523,23.45,S,Mr,3
784,0,3,male,25.0,7.05,S,Mr,0
785,0,3,male,25.0,7.25,S,Mr,0
786,1,3,female,18.0,7.4958,S,Miss,0
787,0,3,male,8.0,29.125,Q,Master,5
788,1,3,male,1.0,20.575,S,Master,3
789,0,1,male,46.0,79.2,C,Mr,0
790,0,3,male,32.3680904523,7.75,Q,Mr,0
791,0,2,male,16.0,26.0,S,Mr,0
792,0,3,female,21.7739726027,69.55,S,Miss,10
793,0,1,male,32.3680904523,30.6958,C,Mr,0
794,0,3,male,25.0,7.8958,S,Mr,0
795,0,2,male,39.0,13.0,S,Mr,0
796,1,1,female,49.0,25.9292,S,Dr,0
797,1,3,female,31.0,8.6833,S,Mrs,0
798,0,3,male,30.0,7.2292,C,Mr,0
799,0,3,female,30.0,24.15,S,Mrs,2
800,0,2,male,34.0,13.0,S,Mr,0
801,1,2,female,31.0,26.25,S,Mrs,2
802,1,1,male,11.0,120.0,S,Master,3
803,1,3,male,0.42,8.5167,C,Master,1
804,1,3,male,27.0,6.975,S,Mr,0
805,0,3,male,31.0,7.775,S,Mr,0
806,0,1,male,39.0,0.0,S,Mr,0
807,0,3,female,18.0,7.775,S,Miss,0
808,0,2,male,39.0,13.0,S,Mr,0
809,1,1,female,33.0,53.1,S,Mrs,1
810,0,3,male,26.0,7.8875,S,Mr,0
811,0,3,male,39.0,24.15,S,Mr,0
812,0,2,male,35.0,10.5,S,Mr,0
813,0,3,female,6.0,31.275,S,Miss,6
814,0,3,male,30.5,8.05,S,Mr,0
815,0,1,male,32.3680904523,0.0,S,Mr,0
816,0,3,female,23.0,7.925,S,Miss,0
817,0,2,male,31.0,37.0042,C,Mr,2
818,0,3,male,43.0,6.45,S,Mr,0
819,0,3,male,10.0,27.9,S,Master,5
820,1,1,female,52.0,93.5,S,Mrs,2
821,1,3,male,27.0,8.6625,S,Mr,0
822,0,1,male,38.0,0.0,S,Jonkheer,0
823,1,3,female,27.0,12.475,S,Mrs,1
824,0,3,male,2.0,39.6875,S,Master,5
825,0,3,male,32.3680904523,6.95,Q,Mr,0
826,0,3,male,32.3680904523,56.4958,S,Mr,0
827,1,2,male,1.0,37.0042,C,Master,2
828,1,3,male,32.3680904523,7.75,Q,Mr,0
829,1,1,female,62.0,80.0,S,Mrs,0
830,1,3,female,15.0,14.4542,C,Mrs,1
831,1,2,male,0.83,18.75,S,Master,2
832,0,3,male,32.3680904523,7.2292,C,Mr,0
833,0,3,male,23.0,7.8542,S,Mr,0
834,0,3,male,18.0,8.3,S,Mr,0
835,1,1,female,39.0,83.1583,C,Miss,2
836,0,3,male,21.0,8.6625,S,Mr,0
837,0,3,male,32.3680904523,8.05,S,Mr,0
838,1,3,male,32.0,56.4958,S,Mr,0
839,1,1,male,32.3680904523,29.7,C,Mr,0
840,0,3,male,20.0,7.925,S,Mr,0
841,0,2,male,16.0,10.5,S,Mr,0
842,1,1,female,30.0,31.0,C,Miss,0
843,0,3,male,34.5,6.4375,C,Mr,0
844,0,3,male,17.0,8.6625,S,Mr,0
845,0,3,male,42.0,7.55,S,Mr,0
846,0,3,male,32.3680904523,69.55,S,Mr,10
847,0,3,male,35.0,7.8958,C,Mr,0
848,0,2,male,28.0,33.0,S,Rev,1
849,1,1,female,35.8981481481,89.1042,C,Mrs,1
850,0,3,male,4.0,31.275,S,Master,6
851,0,3,male,74.0,7.775,S,Mr,0
852,0,3,female,9.0,15.2458,C,Miss,2
853,1,1,female,16.0,39.4,S,Miss,1
854,0,2,female,44.0,26.0,S,Mrs,1
855,1,3,female,18.0,9.35,S,Mrs,1
856,1,1,female,45.0,164.8667,S,Mrs,2
857,1,1,male,51.0,26.55,S,Mr,0
858,1,3,female,24.0,19.2583,C,Mrs,3
859,0,3,male,32.3680904523,7.2292,C,Mr,0
860,0,3,male,41.0,14.1083,S,Mr,2
861,0,2,male,21.0,11.5,S,Mr,1
862,1,1,female,48.0,25.9292,S,Mrs,0
863,0,3,female,21.7739726027,69.55,S,Miss,10
864,0,2,male,24.0,13.0,S,Mr,0
865,1,2,female,42.0,13.0,S,Mrs,0
866,1,2,female,27.0,13.8583,C,Miss,1
867,0,1,male,31.0,50.4958,S,Mr,0
868,0,3,male,32.3680904523,9.5,S,Mr,0
869,1,3,male,4.0,11.1333,S,Master,2
870,0,3,male,26.0,7.8958,S,Mr,0
871,1,1,female,47.0,52.5542,S,Mrs,2
872,0,1,male,33.0,5.0,S,Mr,0
873,0,3,male,47.0,9.0,S,Mr,0
874,1,2,female,28.0,24.0,C,Mrs,1
875,1,3,female,15.0,7.225,C,Miss,0
876,0,3,male,20.0,9.8458,S,Mr,0
877,0,3,male,19.0,7.8958,S,Mr,0
878,0,3,male,32.3680904523,7.8958,S,Mr,0
879,1,1,female,56.0,83.1583,C,Mrs,1
880,1,2,female,25.0,26.0,S,Mrs,1
881,0,3,male,33.0,7.8958,S,Mr,0
882,0,3,female,22.0,10.5167,S,Miss,0
883,0,2,male,28.0,10.5,S,Mr,0
884,0,3,male,25.0,7.05,S,Mr,0
885,0,3,female,39.0,29.125,Q,Mrs,5
886,0,2,male,27.0,13.0,S,Rev,0
887,1,1,female,19.0,30.0,S,Miss,0
888,0,3,female,21.7739726027,23.45,S,Miss,3
889,1,1,male,26.0,30.0,C,Mr,0
890,0,3,male,32.0,7.75,Q,Mr,0
